"id";"brand_name";"Title";"Rating";"rating_count";"reviews";"Current Price";"Original Price";"Discount";"Processor";"ram_capacity";"Operating System";"StorageCapacity";"Screen Size"
1;"Acer";"Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...";4.1;241;24118;41990;53000;"20";"Intel Core i5 Processor (12th Gen)";16;"Windows 11";"512";"35.56 cm (14 Inch)"
2;"HP";"HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook";4.1;409;40929;26490;44911;"41";"AMD Ryzen 3 Dual Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
3;"ASUS";"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...";4.4;2011;2011243;41990;61990;"32";"AMD Ryzen 3 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
4;"Lenovo";"Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...";4.2;1303;1303125;34800;69525;"49";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
5;"Lenovo";"Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...";4.6;8;80;38490;55190;"30";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"35.56 cm (14 Inch)"
6;"Lenovo";"Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...";4.2;507;50745;47990;76390;"37";"AMD Ryzen 7 Octa Core Processor";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
7;"Acer";"Acer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...";4.1;192;19211;34990;55990;"37";"Intel Core i3 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
8;"Acer";"Acer Swift Go 14 OLED 2024 EVO Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) SFG1...";4.3;95;959;67990;106999;"36";"Intel Core i7 Processor (13th Gen)";16;"Windows 11";"512";"35.56 cm (14 inch)"
9;"ASUS";"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...";4.3;340;34020;60990;90990;"32";"AMD Ryzen 7 Octa Core Processor";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
10;"HP";"HP 360 Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromebook";4.0;1312;1312102;19990;32279;"38";"Intel Celeron Quad Core Processor";4;"Chrome OS";"Unknown";"Unknown"
11;"HP";"HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s- ey2001au Thin and Light Lapto...";4.2;592;59244;48990;64235;"23";"AMD Ryzen 7 Octa Core Processor";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
12;"DELL";"DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3525 Laptop";3.8;30;302;35990;49477;"27";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
13;"HP";"HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin a...";4.2;5495;5495483;38990;51134;"23";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
14;"Lenovo";"Lenovo V15 Intel Celeron Dual Core 4th Gen N4500 - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Laptop";4.0;2980;2980225;22990;42032;"45";"Intel Celeron Dual Core Processor (4th Gen)";8;"Windows 11";"256";"39.62 cm (15.6 inch)"
15;"Acer";"Acer AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Light Laptop";4.0;3;30;31990;41999;"23";"AMD Ryzen 3 Quad Core Processor";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
16;"Infinix";"Infinix X3 Slim Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and ...";4.1;1390;1390190;29990;54990;"45";"Intel Core i3 Processor (12th Gen)";0;"Windows 11";"512";"35.56 cm (14 Inch)"
17;"MSI";"MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...";4.3;1873;1873233;33990;61990;"45";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"35.56 cm (14 Inch)"
18;"ASUS";"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thi...";4.2;1881;1881105;51990;74990;"30";"Intel Core i5 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
19;"HP";"HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 24...";4.2;45;452;26690;40528;"34";"AMD Ryzen 3 Dual Core Processor (3rd Gen)";8;"Windows 11";"512";"35.56 cm (14 inch)"
20;"Apple";"Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A";4.7;6612;6612480;92990;99900;"6";"Apple M2 Processor";8;"Unknown";"256";"34.54 cm (13.6 Inch)"
21;"Lenovo";"Lenovo V14 G3 (82TSA01KIH) Intel Core i3 12th Gen 1213U - (8 GB/512 GB SSD/DOS) V14 Laptop";3.8;69;696;30800;45999;"33";"Intel Core i3 Processor (12th Gen)";8;"DOS";"512";"35.56 cm (14 inch)"
22;"HP";"HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5326TU Laptop";4.6;5;50;36490;48419;"24";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
23;"HP";"HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...";4.2;1298;1298119;48990;63628;"23";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
24;"Lenovo";"Lenovo V15 AMD Ryzen 5 Quad Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 Business Laptop";4.4;21;211;34990;76999;"54";"AMD Ryzen 5 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
25;"Lenovo";"Lenovo LOQ (2024) AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...";4.5;76;7613;77990;108990;"28";"AMD Ryzen 7 Octa Core Processor";24;"Windows 11";"512";"39.62 cm (15.6 Inch)"
26;"ZEBRONICS";"ZEBRONICS Pro Series Z Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 5S Th...";3.9;217;21717;40990;78999;"48";"Intel Core i7 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 inch)"
27;"ASUS";"ASUS Vivobook 14 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK321...";4.1;399;39941;38990;57990;"32";"Intel Core i3 Processor (13th Gen)";8;"Windows 11";"512";"35.56 cm (14 Inch)"
28;"DELL";"DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...";4.2;435;43531;47980;80989;"40";"Intel Core i5 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
29;"HP";"HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...";4.2;3079;3079221;36990;51266;"27";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
30;"ASUS";"ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1400FKA-EC0168 ...";4.4;59;595;26990;32990;"18";"Intel Celeron Dual Core Processor";0;"Chrome OS";"Unknown";"Unknown"
31;"ASUS";"ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS T...";4.0;587;58742;26990;38990;"30";"Intel Celeron Dual Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
32;"ASUS";"ASUS Vivobook 15 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ321...";4.3;7;71;42990;57990;"25";"Intel Core i3 Processor (13th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
33;"ASUS";"ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Thin an...";4.3;399;39954;36990;54990;"32";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
34;"ASUS";"ASUS Vivobook 15X (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ3...";4.2;101;10111;40780;58990;"30";"Intel Core i3 Processor (13th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
35;"Lenovo";"Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...";4.2;192;19216;35999;65690;"45";"AMD Ryzen 5 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
36;"Acer";"Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A324-45 Thin and Light...";3.7;59;597;20990;32999;"36";"Intel Celeron Dual Core Processor";0;"Windows 11";"512";"35.56 cm (14 Inch)"
37;"DELL";"DELL Dell Inspiron 3520 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 352...";4.3;246;24633;36890;51587;"28";"Intel Core i3 Processor (11th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
38;"Apple";"Apple 2023 MacBook Pro Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MR7J3HN/A";4.1;7;72;159699;169900;"6";"Apple M3 Processor";8;"macOS";"512";"35.56 cm (14 Inch)"
39;"HP";"HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Thin and Light Laptop";4.1;895;89572;31990;44253;"27";"Intel Core i3 Processor (11th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
40;"HP";"HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq5138tu Thin and Light Laptop";4.2;5495;5495483;36999;51134;"27";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"35.56 cm (14 inch)"
41;"MSI";"MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...";4.2;900;900109;37800;52990;"28";"Intel Core i5 Processor (12th Gen)";8;"Windows 11";"512";"35.56 cm (14 Inch)"
42;"ASUS";"ASUS Vivobook 15 OLED (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1505VA...";0.0;0;0;62990;92990;"32";"Intel Core i5 Processor (13th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
43;"Acer";"Acer Aspire 7 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...";4.2;2083;2083185;53990;78999;"31";"Intel Core i5 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
44;"DELL";"DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...";4.2;1762;1762141;36490;49318;"26";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
45;"HP";"HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop";3.7;121;1218;22880;50648;"54";"AMD Athlon Dual Core Processor";8;"Windows 11";"256";"39.62 cm (15.6 inch)"
46;"ASUS";"ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...";4.3;4761;4761424;53990;75990;"28";"Intel Core i5 Processor (11th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
47;"MSI";"MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busine...";4.7;3;31;41990;52990;"20";"Intel Core i5 Processor (12th Gen)";16;"Windows 11";"512";"35.56 cm (14 inch)"
48;"Lenovo";"Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/DOS) V15 G4 Thin and Light Laptop";4.3;56;569;27990;36424;"23";"AMD Ryzen 3 Quad Core Processor";8;"DOS";"512";"39.62 cm (15.6 Inch)"
49;"ZEBRONICS";"ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...";3.8;433;43366;33990;60999;"44";"Intel Core i5 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
50;"HP";"HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...";3.7;48;482;37490;64947;"42";"Intel Core i5 Processor (11th Gen)";8;"Windows 11";"512";"35.56 cm (14 inch)"
51;"Lenovo";"Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) V15 G4 Thin and Light Laptop";4.4;13;131;40999;62100;"33";"AMD Ryzen 7 Octa Core Processor";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
52;"Lenovo";"Lenovo IdeaPad 3 Intel Core i3 10th Gen 1005G1 - (8 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop";4.1;319;31929;32191;43790;"26";"Intel Core i3 Processor (10th Gen)";8;"Windows 10";"1024 ";"39.62 cm (15.6 inch)"
53;"Infinix";"Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...";4.2;119;11924;32990;59990;"45";"Intel Core i3 Processor (13th Gen)";0;"Windows 11";"512";"40.64 cm (16 inch)"
54;"Infinix";"Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...";4.0;730;730113;69990;149900;"53";"Intel Core i9 Processor (13th Gen)";0;"Windows 11";"1024 ";"39.62 cm (15.6 inch)"
55;"Ultimus";"Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-CS Th...";2.5;13;131;11490;24990;"54";"Intel Celeron Dual Core Processor";4;"Windows 11";"Unknown";"Unknown"
56;"HP";"HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light L...";3.9;1449;1449113;18999;27057;"29";"AMD Athlon Dual Core Processor";4;"DOS";"256";"39.62 cm (15.6 inch)"
57;"Acer";"Acer Aspire Lite (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin ...";4.1;192;19211;31990;52990;"39";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
58;"Apple";"Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A";4.6;197;19710;108990;119900;"9";"Apple M2 Processor";8;"Unknown";"512";"34.54 cm (13.6 Inch)"
59;"DELL";"DELL Inspiron AMD Ryzen 5 Quad Core 5500u - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and L...";4.0;37;374;36990;51171;"27";"AMD Ryzen 5 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
60;"HP";"HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...";4.2;257;25716;40999;50843;"19";"Intel Core i3 Processor (13th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
61;"ASUS";"ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ3...";4.2;4024;4024417;34990;50990;"31";"AMD Ryzen 3 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
62;"Apple";"Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A";4.8;91;917;108990;119900;"9";"Apple M2 Processor";8;"Unknown";"512";"34.54 cm (13.6 Inch)"
63;"ASUS";"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin...";4.1;81;816;35990;56990;"36";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
64;"Acer";"Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...";3.9;196;19617;34800;59990;"41";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
65;"Lenovo";"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light...";4.2;714;71438;31990;49190;"34";"Intel Core i3 Processor (11th Gen)";8;"Windows 11";"256";"100.63 cm (39.62 cm)"
66;"Lenovo";"Lenovo AMD Ryzen 3 Quad Core 7330 U - (8 GB/512 GB SSD/DOS) Thinkbook 15 Business Laptop";3.5;10;100;29999;59900;"49";"AMD Ryzen 3 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 inch)"
67;"Acer";"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...";4.1;343;34331;28990;43000;"32";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"35.56 cm (14 Inch)"
68;"Apple";"Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A";4.7;107;1078;108990;119900;"9";"Apple M2 Processor";8;"Unknown";"512";"34.54 cm (13.6 Inch)"
69;"Lenovo";"Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...";4.1;330;33018;32499;59999;"45";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
70;"ASUS";"ASUS Vivobook Go 14 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK3...";4.3;50;503;33990;50990;"33";"AMD Ryzen 3 Quad Core Processor";8;"Windows 11";"512";"35.81 cm (14.1 inch)"
71;"Lenovo";"Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...";0.0;0;0;32990;53090;"37";"AMD Ryzen 3 Quad Core Processor";8;"Windows 11";"512";"35.56 cm (14 Inch)"
72;"ASUS";"ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5...";4.2;1307;130789;39990;66990;"40";"AMD Ryzen 5 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
73;"ASUS";"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...";4.4;1542;1542144;46990;74990;"37";"AMD Ryzen 5 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
74;"Lenovo";"Lenovo ThinkBook 15 G5 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Think Book 15 G...";4.1;74;744;38990;72000;"45";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
75;"HP";"HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...";4.1;521;52125;26990;40532;"33";"AMD Ryzen 3 Dual Core Processor";8;"Windows 11";"512";"35.56 cm (14 inch)"
76;"HP";"HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/DOS) 7M659PA Laptop";3.8;28;282;31890;43188;"26";"Intel Core i3 Processor (12th Gen)";8;"DOS";"512";"39.62 cm (15.6 inch)"
77;"Infinix";"Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Hom...";4.0;4254;4254584;22990;26390;"12";"Intel Celeron Quad Core Processor (11th Gen)";0;"Windows 11";"512";"39.01 cm (15.36 inch)"
78;"CHUWI";"CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop";3.7;596;59676;16990;34990;"51";"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage";0;"Windows 11";"Unknown";"Unknown"
79;"ASUS";"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1...";4.3;3655;3655314;36990;54990;"32";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
80;"Lenovo";"Lenovo LOQ (2024) AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...";4.6;23;235;86990;124790;"30";"AMD Ryzen 7 Octa Core Processor";24;"Windows 11";"512";"39.62 cm (15.6 Inch)"
81;"DELL";"DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...";4.0;536;53639;46460;62626;"25";"Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores";0;"Windows 11";"Unknown";"Unknown"
82;"ASUS";"ASUS Vivobook S15 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...";4.3;49;493;78990;116990;"32";"Intel Core i7 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 inch)"
83;"ASUS";"ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (16 GB/512 GB SSD/Windows 11 H...";4.3;4761;4761424;57990;80990;"28";"Intel Core i5 Processor (11th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
84;"ZEBRONICS";"ZEBRONICS Pro Series Z Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 3S Thi...";3.9;221;22123;27990;50999;"45";"Intel Core i3 Processor (12th Gen)";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
85;"MSI";"MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...";4.2;900;900109;41990;55990;"25";"Intel Core i5 Processor (12th Gen)";16;"Windows 11";"512";"35.56 cm (14 Inch)"
86;"Lenovo";"Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin an...";4.1;21;213;57490;97200;"40";"Intel Core i5 Processor (13th Gen)";16;"Windows 11";"512";"40.64 cm (16 Inch)"
87;"HP";"HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...";4.2;5495;5495483;42990;52721;"18";"Intel Core i3 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
88;"Lenovo";"Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...";3.8;9;90;42990;61790;"30";"Intel Core i3 Processor (12th Gen)";16;"Windows 11";"512";"35.56 cm (14 Inch)"
89;"ASUS";"ASUS VivoBook K15 OLED AMD Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA...";4.3;1754;1754190;61500;86990;"29";"AMD Ryzen 7 Octa Core Processor";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
90;"ASUS";"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thi...";4.3;3655;3655314;40990;58990;"30";"Intel Core i3 Processor (12th Gen)";16;"Windows 11";"512";"39.62 cm (15.6 Inch)"
91;"CHUWI";"CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop";4.1;197;19731;21990;44990;"51";"Intel Celeron Quad Core Processor (12th Gen)";8;"Windows 11";"256";"39.62 cm (15.6 inch)"
92;"HP";"HP AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/DOS) 247 G8 Thin and Light Laptop";3.9;7;70;30999;50258;"38";"AMD Ryzen 5 Quad Core Processor";8;"DOS";"512";"35.56 cm (14 inch)"
93;"Acer";"Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...";4.5;83;836;119990;159999;"25";"Intel Core i7 Processor (13th Gen)";16;"Windows 11";"1024 ";"40.64 cm (16 Inch)"
94;"Lenovo";"Lenovo V15 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop";3.8;77;777;34990;69525;"49";"AMD Ryzen 5 Hexa Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
95;"ASUS";"ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ3...";4.2;4024;4024417;34990;50990;"31";"AMD Ryzen 3 Quad Core Processor";8;"Windows 11";"512";"39.62 cm (15.6 Inch)"
96;"ASUS";"ASUS Vivobook 14 (2023) Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK522...";3.9;174;17419;47990;74990;"36";"Intel Core i5 Processor (13th Gen)";8;"Windows 11";"512";"35.56 cm (14 Inch)"
97;"ASUS";"ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K36...";0.0;0;0;69990;80990;"13";"Intel Core i5 Processor (12th Gen)";16;"Windows 11";"512";"40.64 cm (16 Inch)"
